task,logdir,ckpt,episode,abs_kl_mean,abs_kl_std,obs_kl_mean,obs_kl_std,boundary_rate,read_prob_mean,read_prob_p99,abs_l2_mean,obs_l2_mean,abs_stoch_l2_mean,obs_stoch_l2_mean,abs_l2_read_mean,obs_l2_read_mean,abs_stoch_l2_read_mean,obs_stoch_l2_read_mean
atari_krull,/home/haselab/projects/stable-deep-world-model/logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed0,random_init,/home/haselab/projects/stable-deep-world-model/logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed0/eval_eps/20260208T113538-f85db38d14b148db98468a5e746ffc8d-232.npz,30.517166137695312,2.4478816986083984,80.39722442626953,19.873960494995117,0.02586206896551724,0.494180291891098,1.0,0.30655720829963684,0.42671242356300354,0.14443257451057434,7.570916652679443,0.493809312582016,1.8606598377227783,6.67278528213501,7.739161491394043
