ckpt,step,abs_l2_mean,abs_stoch_l2_mean,abs_l2_read_mean,abs_stoch_l2_read_mean,boundary_rate,read_prob_mean
init_latest,409448,1.6735098361968994,0.0,nan,nan,0.0,3.1921243426324963e-11
step-000106250,425000,1.460356593132019,0.0,nan,nan,0.0,5.753672041033334e-15
step-000112500,450000,1.6019443273544312,0.0,nan,nan,0.0,3.169534947000674e-14
step-000118750,475000,1.720813512802124,0.0,nan,nan,0.0,3.197248848595298e-14
step-000125000,500000,1.828321933746338,0.0,nan,nan,0.0,2.545466567155418e-15
latest,501948,1.851563811302185,0.0,nan,nan,0.0,8.309523655638563e-15
