ckpt,step,abs_l2_mean,abs_stoch_l2_mean,abs_l2_read_mean,abs_stoch_l2_read_mean,boundary_rate,read_prob_mean
step-000000000,0,0.30655720829963684,0.14443257451057434,0.493809312582016,6.67278528213501,0.02586206896551724,0.494180291891098
step-000006250,25000,0.16628803312778473,0.044573113322257996,0.3110255002975464,2.5740973949432373,0.021551724137931036,0.021561341360211372
