task,k,best_eval_return,best_eval_step,last_eval_return,last_eval_step,last_kl_mask,last_boundary_ratio,last_kl
frostbite,1,200.0,130000,200.0,130000,1.334399968300204e-07,0.014114257879555225,7.85050630569458
frostbite,3,230.0,110000,200.0,130000,0.027983838692307472,0.0326412096619606,9.084965705871582
frostbite,5,160.0,110000,160.0,130000,0.033180952072143555,0.017830664291977882,8.11293888092041
krull,1,14800.0,70000,4760.0,130000,0.0007238627877086401,0.01596933603286743,14.970218658447266
krull,3,3630.0,110000,3300.0,130000,0.0097868787124753,0.020191796123981476,16.011762619018555
krull,5,2200.0,90000,1200.0,130000,0.006749963387846947,0.033515822142362595,14.894222259521484
private_eye,1,100.0,10000,0.0,130000,2.54650876740925e-06,0.015416406095027924,8.810613632202148
private_eye,3,100.0,90000,100.0,130000,0.01366092637181282,0.06569453328847885,6.233600616455078
private_eye,5,100.0,110000,100.0,130000,0.005390822421759367,0.044212501496076584,6.065275192260742
