ckpt,step,abs_l2_mean,abs_stoch_l2_mean,abs_l2_read_mean,abs_stoch_l2_read_mean,boundary_rate,read_prob_mean
step-000000000,0,0.9654520750045776,0.1665605902671814,1.1149574518203735,7.994908332824707,0.022191400832177532,0.47818493843078613
step-000006250,25000,0.6390174627304077,0.2952157258987427,0.8768240809440613,1.8645206689834595,0.15950069348127602,0.1603488028049469
