task,logdir,ckpt,episode,seed,dist_window,dist_stride,vta_boundary_force_scale,boundary_rate,read_prob_mean,read_prob_p99,abs_kl_mean,abs_kl_std,obs_kl_mean,obs_kl_std,abs_l2_mean,obs_l2_mean,abs_stoch_l2_mean,obs_stoch_l2_mean,abs_l2_read_mean,obs_l2_read_mean,abs_stoch_l2_read_mean,obs_stoch_l2_read_mean
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000025000.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004194044456871243,0.004208382684737444,3.5918449157179566e-06,295.0901794433594,106.13874816894531,55.49042510986328,75.6925048828125,1.217023491859436,9.250336647033691,0.017208494246006012,9.765641212463379,5.051794052124023,9.943114280700684,4.14898681640625,10.169002532958984
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000031250.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.003961041987045063,0.004017313942313194,4.1473490455246065e-06,377.5505676269531,145.59805297851562,77.2240219116211,94.26903533935547,1.2304452657699585,8.749695777893066,0.01604592427611351,9.190211296081543,5.10101842880249,9.84423542022705,4.09896993637085,10.042495727539062
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000037500.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004520247914627895,0.004539311397820711,2.0911220417474397e-05,328.546630859375,127.30485534667969,102.73060607910156,105.42066955566406,1.2938114404678345,8.23797607421875,0.01859605871140957,8.631722450256348,4.994876861572266,9.116225242614746,4.156606674194336,9.288893699645996
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000043750.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004194044456871243,0.0041933185420930386,4.7801655455259606e-05,429.64117431640625,151.81796264648438,129.14306640625,110.27932739257812,1.3274646997451782,7.912378311157227,0.01705740951001644,8.288260459899902,5.201874256134033,9.18593692779541,4.112560272216797,9.367761611938477
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000050000.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.005592059275828324,0.005532078444957733,2.3955083179316716e-06,472.8388671875,147.27450561523438,96.93939971923828,97.38427734375,1.372663974761963,7.383564472198486,0.029156288132071495,7.748006343841553,5.492059707641602,9.244166374206543,5.257441997528076,9.359044075012207
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000056250.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004753250384454075,0.004764582961797714,4.1176295439981914e-07,438.1611328125,159.7211456298828,162.2840118408203,140.69058227539062,1.4718159437179565,7.151643753051758,0.023847339674830437,7.452425956726074,5.749830722808838,8.794066429138184,5.066497325897217,8.920187950134277
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000062500.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004427046926697423,0.004493158310651779,4.283476755517768e-06,577.6298828125,215.11013793945312,231.48248291015625,185.30313110351562,1.4032142162322998,6.964335918426514,0.01986856758594513,7.20178747177124,5.656944751739502,8.821194648742676,4.535529136657715,8.924017906188965
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000068750.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.0038678409991145905,0.003866901621222496,9.737297634870856e-10,510.7460632324219,193.00091552734375,282.9120178222656,211.093994140625,1.4134453535079956,6.822285175323486,0.016054345294833183,7.021037578582764,5.578975200653076,8.65373706817627,4.201147556304932,8.75516128540039
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000075000.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.003914441493079826,0.00392445782199502,5.0593982336977206e-09,547.24609375,222.13650512695312,293.85595703125,219.72116088867188,1.3920818567276,6.673948764801025,0.015932798385620117,6.8597283363342285,5.64263391494751,8.499691009521484,4.1191086769104,8.602537155151367
atari_krull,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/checkpoints/step-000081250.pt,logs/models/from_scratch_atari_krull_vta_3seed_to_400000_20260208_112207/atari_krull_seed1/eval_eps/20260208T200846-57b9437deec64d839061bf3c96e40c3b-21459.npz,0,20,5,0.0,0.004100843468940771,0.004104043822735548,2.0256245534255868e-06,489.5544128417969,207.94284057617188,303.8184509277344,231.40774536132812,1.4351863861083984,6.5638251304626465,0.017821986228227615,6.736647605895996,5.902467727661133,8.658413887023926,4.3956804275512695,8.760887145996094
