ckpt,step,abs_l2_mean,abs_stoch_l2_mean,abs_l2_read_mean,abs_stoch_l2_read_mean,boundary_rate,read_prob_mean
init_latest,408384,0.9948076605796814,0.022049138322472572,3.8787567615509033,3.994593620300293,0.0055565845526949435,0.005581281613558531
step-000106250,425000,1.0142743587493896,0.02112715318799019,3.70090389251709,3.853421688079834,0.005519540655676977,0.005522257182747126
step-000112500,450000,1.0425702333450317,0.021902138367295265,3.9077115058898926,3.994772434234619,0.005519540655676977,0.005528436042368412
step-000118750,475000,0.991115927696228,0.021490290760993958,3.7734534740448,3.89334774017334,0.0055565845526949435,0.005548892542719841
step-000125000,500000,0.9904485940933228,0.020693402737379074,3.687828779220581,3.7743093967437744,0.005519540655676977,0.005517210345715284
latest,502528,1.0282326936721802,0.02115868218243122,3.7539021968841553,3.885424852371216,0.0054824967586590105,0.005488826427608728
